"","...1","...2","total_pop","no_rent_burden","rent_burden","severe_burden","median_income","commuters_by_public_transportation","cluster","deaths_per10000","confirmed_cases_per1000"
"1",1,1,-0.339055324405536,-0.266827128659094,0.849534157405696,-0.220303457260345,-0.833704408597374,-0.099058810149423,1,0,14.8315331291311
"2",2,2,0.219918126792966,-0.761675630371525,1.11547031332359,1.53509369641257,1.31270654881401,-0.00076890172059422,1,4.72093673323602,18.5110414013728
"3",3,3,0.263832258711236,-0.532798232434507,1.25929543082718,0.753526372526719,0.606440545947098,-0.0611674603734723,1,9.87611539461145,58.3152848768373
"4",4,4,0.0942608718508411,-0.179736058732568,0.00715521442950021,1.24150280919552,2.14841778408886,-0.0696392749507427,1,9.35097868293843,39.5752436801648
"5",5,5,-0.143391864921004,0.0124192344940572,0.308485903027252,0.715485785202916,1.2309356064797,-0.0987637718308116,1,9.60535249987579,35.3741947236805
"6",6,6,-0.0609770290240589,0.148858231412133,1.02286118334463,0.0776521583617043,1.96542478907021,-0.064455030209428,1,0.721119176962646,36.8852459016393
"7",7,7,-0.270482829597631,-0.317705526485091,-0.641452186397997,0.968214848861651,0.396826227351324,-0.0964456136131506,1,0.396967170814974,9.76539240204835
"8",8,8,0.186011072139951,-0.242358755045785,0.862360896745835,0.94428643515482,2.41157986529535,-0.0329702267804678,1,7.51998733475817,35.3901158341909
"9",9,9,-0.228468272793588,0.189972144698804,0.803283558059301,-0.310517374847577,0.928947583437248,-0.0933687854333459,1,1.08621860149355,10.2919212491514
"10",10,10,-0.251035658513758,-0.281123086923561,1.28890151300247,0.259055027036247,-0.177401061727637,-0.0985108818434304,1,1.30821559392988,9.12480376766091
"11",11,11,-0.322049432365805,-0.55043931138717,1.15700473337898,-0.311415987127349,3.22242419086779,-0.0951390153450143,1,1.83284457478006,80.2785923753666
"12",12,12,1.47713710957057,-0.386138834919991,0.866439356816355,1.01812642501398,2.47023831180195,0.513061404306787,1,20.4080029227246,52.9390274083997
"13",13,13,0.411013216468565,-0.957045649238667,1.25574695599096,1.00478863061207,1.39981701163656,-0.0413155963640476,1,12.5759700794764,27.9242636746143
"14",14,14,-0.0865996249089381,-0.356890860606259,0.7290457566245,0.774484180830581,0.79721398510577,-0.0923572254838211,1,0.919733540054396,18.8545375711151
"15",15,15,0.0998982040814678,-0.278235997644086,1.17214068569124,0.493053947575801,0.41902337680961,-0.0622633169854575,1,12.2895319801802,26.1289539807908
"16",16,16,-0.105317301367194,-0.431784258905861,0.59491145492713,1.1944534298883,0.580505732147039,-0.0725053614743964,1,13.1122578462059,19.4850971435017
"17",17,17,-0.0390344085030546,0.223482119322616,1.04365737435875,0.0709773151376811,0.864949616442396,-0.0695128299570521,1,1.00806451612903,14.4937275985663
"18",18,18,-0.189830337152669,-0.375991815343615,0.334982814474594,0.809308859376126,0.643969747093066,-0.0959398336383882,1,0.84167999326656,21.4417978284656
"19",19,19,0.304673123667134,0.0721202571576424,0.469985393011089,0.533462217337661,2.03979668158508,-0.0430015296132557,1,12.7403038155855,44.0055515196201
"20",20,20,-0.33635763883457,-0.337429758137782,0.251979949813882,0.917159867957415,1.25206485184034,-0.098848068493272,1,0,9.49640287769784
"21",21,21,-0.299070351658901,-1.10361278155428,2.45438091512885,-1.06018942815277,1.36068595434412,-0.0845176358750037,1,0,32.301013024602
